id,receipt_number,store_id,customer_id,cashier_id,occurred_at,payment_method,item_count,subtotal,vat_amount,total
1832,0001-00000693,1,712,72,2024-07-08T11:51:00,mobile,2,78.50,16.48,94.98
1833,0008-00000779,8,77,94,2024-07-08T12:44:00,mobile,4,18.65,2.57,21.22
1834,0003-00001750,3,,9,2024-07-08T18:48:00,voucher,1,3.62,0.36,3.98
1835,0004-00002522,4,,69,2024-07-09T11:50:00,card,9,62.23,11.95,74.18
1836,0003-00000750,3,,9,2024-07-09T12:36:00,card,7,43.15,8.74,51.89
1837,0007-00000402,7,,10,2024-07-09T12:42:00,card,2,16.38,0.91,17.29
1838,0007-00000857,7,135,30,2024-07-10T10:18:00,card,2,25.34,1.61,26.95
1839,0008-00001533,8,422,28,2024-07-10T17:24:00,card,1,13.64,2.86,16.50
1840,0007-00002594,7,625,33,2024-07-10T19:30:00,card,2,7.29,1.19,8.48
1841,0003-00001335,3,,9,2024-07-11T14:27:00,card,1,13.21,2.77,15.98
1842,0005-00001524,5,,8,2024-07-11T18:01:00,card,2,11.48,2.42,13.90
1843,0004-00002872,4,,91,2024-07-11T18:18:00,card,1,7.25,0.73,7.98
1844,0006-00000191,6,,23,2024-07-12T10:18:00,card,1,2.48,0.52,3.00
1845,0002-00001509,2,,98,2024-07-12T12:19:00,card,2,6.81,0.60,7.41
1846,0002-00000942,2,125,77,2024-07-12T18:36:00,card,1,1.81,0.18,1.99
1847,0006-00002058,6,752,95,2024-07-12T19:18:00,cash,3,41.32,6.53,47.85
1848,0002-00001985,2,,42,2024-07-12T19:40:00,cash,2,10.12,1.62,11.74
1849,0002-00000907,2,,77,2024-07-12T20:41:00,card,2,24.37,2.73,27.10
1850,0002-00002109,2,367,5,2024-07-12T20:50:00,voucher,1,5.45,0.55,6.00
1851,0008-00002877,8,718,103,2024-07-13T11:11:00,card,4,34.05,5.86,39.91
1852,0005-00000085,5,234,16,2024-07-13T11:25:00,card,4,25.94,5.15,31.09
1853,0006-00002727,6,238,23,2024-07-13T12:00:00,card,1,6.60,1.38,7.98
1854,0008-00001786,8,296,29,2024-07-14T11:26:00,card,1,1.77,0.18,1.95
1855,0005-00000865,5,,8,2024-07-14T12:40:00,card,4,16.02,1.87,17.89
1856,0007-00002715,7,,73,2024-07-14T19:55:00,card,4,20.55,3.92,24.47
1857,0003-00001549,3,207,9,2024-07-15T11:16:00,cash,1,2.40,0.10,2.50
1858,0006-00000945,6,712,71,2024-07-15T13:12:00,cash,5,32.71,3.50,36.21
1859,0005-00002100,5,118,99,2024-07-15T17:46:00,cash,1,4.33,0.17,4.50
1860,0001-00001570,1,104,72,2024-07-15T18:53:00,card,1,9.90,2.08,11.98
1861,0004-00002315,4,,69,2024-07-16T13:08:00,card,6,25.33,4.49,29.82
1862,0001-00002557,1,,72,2024-07-16T18:19:00,card,2,24.46,4.99,29.45
1863,0004-00002886,4,237,91,2024-07-17T17:03:00,card,2,11.07,0.85,11.92
1864,0007-00000784,7,636,18,2024-07-17T19:55:00,card,1,3.30,0.69,3.99
1865,0006-00001539,6,,71,2024-07-17T21:36:00,card,3,50.71,10.16,60.87
1866,0006-00000679,6,,71,2024-07-18T13:15:00,mobile,1,4.55,0.45,5.00
1867,0001-00001126,1,,72,2024-07-18T13:21:00,mobile,12,84.10,15.04,99.14
1868,0003-00002250,3,,9,2024-07-18T14:38:00,card,1,5.45,0.55,6.00
1869,0003-00001593,3,,9,2024-07-18T15:40:00,card,1,2.06,0.43,2.49
1870,0002-00000731,2,,42,2024-07-19T10:12:00,card,3,10.93,2.00,12.93
1871,0008-00000451,8,71,29,2024-07-19T11:31:00,card,19,136.92,15.64,152.56
1872,0006-00000546,6,,76,2024-07-19T12:30:00,mobile,7,57.17,7.04,64.21
1873,0005-00001176,5,367,31,2024-07-19T12:31:00,cash,2,40.87,8.10,48.97
1874,0007-00000630,7,,55,2024-07-19T12:54:00,card,2,25.35,4.63,29.98
1875,0001-00000702,1,,72,2024-07-19T13:28:00,card,1,8.22,1.73,9.95
1876,0001-00000878,1,570,72,2024-07-19T17:20:00,card,29,192.12,26.25,218.37
1877,0002-00002036,2,589,5,2024-07-19T17:53:00,card,4,9.89,1.04,10.93
1878,0001-00002609,1,,72,2024-07-20T11:45:00,card,1,1.81,0.18,1.99
1879,0005-00002738,5,,89,2024-07-20T13:42:00,card,2,23.06,4.84,27.90
1880,0005-00002657,5,129,89,2024-07-20T16:45:00,cash,3,21.42,1.56,22.98
1881,0005-00002969,5,,8,2024-07-20T18:15:00,card,6,53.31,8.86,62.17
1882,0007-00001479,7,122,10,2024-07-20T18:39:00,cash,12,78.47,12.10,90.57
1883,0008-00000409,8,,94,2024-07-21T10:10:00,card,15,120.00,17.36,137.36
1884,0006-00002731,6,,95,2024-07-21T12:47:00,cash,5,14.71,2.49,17.20
1885,0002-00001779,2,644,5,2024-07-21T13:27:00,card,1,0.95,0.04,0.99
1886,0008-00000727,8,,103,2024-07-21T15:37:00,cash,8,39.57,7.16,46.73
1887,0007-00000106,7,,33,2024-07-21T19:12:00,card,1,5.44,0.54,5.98
1888,0001-00002656,1,,72,2024-07-21T19:42:00,card,1,10.64,1.06,11.70
1889,0006-00000591,6,544,23,2024-07-22T18:04:00,cash,6,43.53,5.58,49.11
1890,0007-00002059,7,,55,2024-07-22T18:12:00,card,2,9.09,0.90,9.99
1891,0007-00002288,7,,109,2024-07-22T18:13:00,card,1,2.47,0.52,2.99
1892,0008-00002361,8,,28,2024-07-22T19:42:00,cash,1,21.76,2.18,23.94
1893,0002-00002377,2,514,85,2024-07-23T10:54:00,card,3,8.80,0.78,9.58
1894,0003-00000477,3,,9,2024-07-23T12:32:00,card,6,44.14,7.41,51.55
1895,0001-00001221,1,28,72,2024-07-23T13:05:00,card,1,5.45,0.54,5.99
1896,0008-00001255,8,365,21,2024-07-24T13:20:00,cash,1,19.00,3.99,22.99
1897,0003-00001224,3,249,9,2024-07-24T13:50:00,card,2,5.49,0.50,5.99
1898,0003-00002617,3,,9,2024-07-24T15:08:00,card,2,14.87,3.12,17.99
1899,0007-00001691,7,,10,2024-07-24T20:50:00,card,1,2.87,0.12,2.99
1900,0007-00000355,7,,33,2024-07-25T13:51:00,card,1,3.80,0.15,3.95
1901,0004-00000525,4,531,91,2024-07-25T17:35:00,card,1,8.33,0.33,8.66
1902,0006-00000936,6,369,71,2024-07-25T20:21:00,card,1,28.15,1.13,29.28
1903,0001-00001809,1,251,72,2024-07-25T20:53:00,card,1,2.48,0.52,3.00
1904,0005-00002824,5,,99,2024-07-26T11:29:00,cash,2,7.39,1.55,8.94
1905,0008-00001672,8,,28,2024-07-26T12:20:00,mobile,1,8.26,1.73,9.99
1906,0005-00001038,5,,8,2024-07-26T17:56:00,cash,7,66.64,12.04,78.68
1907,0001-00002385,1,775,72,2024-07-27T09:16:00,card,2,22.69,3.27,25.96
1908,0008-00002326,8,689,94,2024-07-27T11:06:00,card,1,1.91,0.08,1.99
1909,0003-00002463,3,,9,2024-07-27T11:08:00,card,5,13.57,1.72,15.29
1910,0005-00001929,5,,16,2024-07-27T11:23:00,mobile,1,1.81,0.18,1.99
1911,0002-00002371,2,,77,2024-07-27T11:30:00,cash,3,18.02,2.96,20.98
1912,0006-00000624,6,,62,2024-07-27T13:22:00,card,3,24.78,2.17,26.95
1913,0008-00000057,8,48,103,2024-07-27T17:28:00,card,3,34.08,6.86,40.94
1914,0002-00001292,2,,98,2024-07-27T19:58:00,card,3,43.82,8.90,52.72
1915,0004-00000767,4,,69,2024-07-28T11:41:00,cash,2,10.54,2.21,12.75
1916,0006-00001190,6,,95,2024-07-28T20:33:00,voucher,4,26.17,2.65,28.82
1917,0004-00000444,4,614,91,2024-07-29T11:27:00,card,3,24.54,4.43,28.97
1918,0007-00001520,7,521,10,2024-07-29T12:18:00,card,2,5.17,0.77,5.94
1919,0003-00002298,3,121,9,2024-07-30T11:07:00,card,8,32.17,4.51,36.68
1920,0002-00002788,2,,77,2024-07-30T13:54:00,card,1,2.68,0.27,2.95
1921,0006-00001900,6,,95,2024-07-30T14:44:00,card,1,10.12,2.13,12.25
1922,0008-00000322,8,92,47,2024-07-30T16:12:00,card,5,24.73,3.70,28.43
1923,0006-00002576,6,,62,2024-07-30T18:02:00,mobile,2,11.77,1.18,12.95
1924,0008-00002621,8,609,29,2024-07-30T19:02:00,card,5,38.39,3.30,41.69
1925,0008-00000107,8,347,65,2024-07-31T09:38:00,card,1,20.00,2.00,22.00
1926,0006-00000126,6,889,62,2024-07-31T12:22:00,card,1,6.79,1.43,8.22
1927,0002-00002276,2,80,98,2024-07-31T12:25:00,card,1,6.20,1.30,7.50
1928,0007-00001974,7,,55,2024-07-31T17:12:00,card,2,23.01,4.48,27.49
1929,0004-00002698,4,,91,2024-07-31T18:59:00,card,3,15.22,2.70,17.92
1930,0002-00001957,2,71,77,2024-08-01T17:52:00,cash,5,20.75,2.80,23.55
1931,0003-00000389,3,879,9,2024-08-01T20:24:00,card,1,2.47,0.52,2.99
1932,0005-00001217,5,224,31,2024-08-02T10:08:00,cash,4,10.91,1.27,12.18
1933,0006-00000082,6,,95,2024-08-02T10:37:00,card,4,21.12,1.80,22.92
1934,0008-00002107,8,676,84,2024-08-02T10:40:00,card,1,5.78,1.21,6.99
1935,0002-00000383,2,,5,2024-08-02T10:44:00,card,2,21.34,1.55,22.89
1936,0007-00002884,7,789,109,2024-08-03T11:43:00,card,8,67.46,12.75,80.21
1937,0005-00001351,5,,16,2024-08-03T11:49:00,card,2,4.01,0.69,4.70
1938,0005-00001965,5,540,31,2024-08-03T13:46:00,card,4,20.25,2.93,23.18
1939,0004-00002000,4,,91,2024-08-03T21:03:00,cash,4,41.93,6.75,48.68
1940,0005-00001226,5,,16,2024-08-04T10:36:00,card,1,2.47,0.52,2.99
1941,0005-00002384,5,423,8,2024-08-04T18:01:00,card,2,6.53,1.37,7.90
1942,0004-00000554,4,41,91,2024-08-05T12:34:00,cash,6,134.21,24.48,158.69
1943,0003-00001763,3,659,9,2024-08-05T17:34:00,cash,1,31.34,3.13,34.47
1944,0001-00002991,1,,72,2024-08-05T19:10:00,card,3,13.61,2.87,16.48
1945,0002-00002707,2,,77,2024-08-05T20:13:00,card,1,2.47,0.52,2.99
1946,0002-00002960,2,188,77,2024-08-06T13:53:00,card,1,32.96,1.32,34.28
1947,0006-00002794,6,,23,2024-08-06T19:13:00,card,6,38.01,5.97,43.98
1948,0008-00000142,8,685,29,2024-08-06T20:37:00,card,4,56.84,7.60,64.44
1949,0006-00001950,6,,62,2024-08-07T18:56:00,card,2,14.42,3.03,17.45
1950,0005-00001992,5,196,99,2024-08-07T20:53:00,card,1,2.72,0.27,2.99
1951,0007-00002641,7,,33,2024-08-08T14:55:00,card,8,43.75,5.07,48.82
1952,0005-00001842,5,,8,2024-08-08T16:12:00,mobile,1,1.35,0.14,1.49
1953,0001-00001776,1,240,72,2024-08-08T16:34:00,card,15,117.08,9.50,126.58
1954,0003-00000643,3,,9,2024-08-08T17:40:00,mobile,1,3.26,0.69,3.95
1955,0001-00001464,1,,72,2024-08-08T18:06:00,mobile,1,19.19,0.77,19.96
1956,0005-00000369,5,,31,2024-08-09T12:29:00,card,3,14.77,2.60,17.37
1957,0002-00002137,2,423,85,2024-08-09T12:33:00,card,6,22.30,3.12,25.42
1958,0008-00002155,8,,47,2024-08-09T17:27:00,card,5,24.91,5.23,30.14
1959,0005-00000054,5,,8,2024-08-09T17:38:00,card,4,28.51,2.43,30.94
1960,0006-00001755,6,,71,2024-08-10T12:58:00,card,2,22.50,1.95,24.45
1961,0001-00002122,1,,72,2024-08-10T15:40:00,cash,4,75.37,15.51,90.88
1962,0005-00001368,5,419,89,2024-08-10T17:22:00,card,10,42.71,7.04,49.75
1963,0001-00001005,1,,72,2024-08-12T10:54:00,card,2,6.18,0.78,6.96
1964,0006-00000443,6,,76,2024-08-12T18:55:00,cash,2,5.14,0.35,5.49
1965,0002-00001480,2,,77,2024-08-12T19:16:00,cash,1,4.95,1.04,5.99
1966,0001-00002443,1,,72,2024-08-12T19:24:00,voucher,1,3.93,0.82,4.75
1967,0008-00000977,8,,65,2024-08-13T12:39:00,cash,1,14.86,3.12,17.98
1968,0006-00002776,6,,71,2024-08-13T19:31:00,mobile,10,58.89,10.50,69.39
1969,0001-00000545,1,,72,2024-08-13T20:37:00,card,1,16.50,3.46,19.96
1970,0005-00000203,5,,99,2024-08-14T11:24:00,card,1,20.45,2.05,22.50
1971,0007-00000324,7,,18,2024-08-14T18:54:00,card,5,32.50,5.26,37.76
1972,0007-00000331,7,676,10,2024-08-14T20:18:00,cash,1,2.87,0.12,2.99
1973,0008-00002514,8,,84,2024-08-15T12:32:00,cash,3,16.30,0.97,17.27
1974,0008-00002859,8,,47,2024-08-15T13:40:00,card,1,5.36,0.54,5.90
1975,0008-00002925,8,,21,2024-08-15T20:44:00,card,8,39.61,7.28,46.89
1976,0007-00000342,7,,30,2024-08-16T16:01:00,card,13,80.66,10.61,91.27
1977,0005-00000214,5,,89,2024-08-16T21:39:00,cash,5,51.85,7.67,59.52
1978,0005-00001157,5,331,31,2024-08-17T16:57:00,cash,4,16.96,2.00,18.96
1979,0004-00001685,4,,91,2024-08-17T18:56:00,card,5,41.59,6.79,48.38
1980,0001-00002558,1,576,72,2024-08-17T20:55:00,card,3,19.99,3.81,23.80
1981,0006-00002780,6,,76,2024-08-18T11:37:00,cash,2,7.53,1.21,8.74
1982,0006-00001791,6,253,71,2024-08-18T18:51:00,card,5,25.50,3.39,28.89
1983,0008-00002285,8,,28,2024-08-19T11:14:00,card,17,88.05,14.90,102.95
1984,0008-00000308,8,,28,2024-08-19T16:21:00,card,1,1.64,0.35,1.99
1985,0007-00002765,7,806,30,2024-08-19T18:54:00,card,2,4.65,0.79,5.44
1986,0008-00002740,8,,84,2024-08-20T10:45:00,cash,1,7.85,1.65,9.50
1987,0003-00001280,3,480,9,2024-08-20T11:06:00,cash,6,42.67,6.00,48.67
1988,0001-00002546,1,87,72,2024-08-20T12:19:00,cash,3,7.12,1.10,8.22
1989,0007-00000806,7,379,109,2024-08-20T12:58:00,cash,5,84.41,14.47,98.88
1990,0006-00000144,6,264,23,2024-08-21T13:19:00,cash,1,3.71,0.78,4.49
1991,0001-00002346,1,,72,2024-08-21T15:16:00,card,2,9.89,1.42,11.31
1992,0005-00000944,5,,99,2024-08-22T11:07:00,card,1,4.34,0.91,5.25
1993,0007-00001428,7,217,18,2024-08-22T11:19:00,card,3,11.17,1.31,12.48
1994,0004-00000072,4,372,69,2024-08-22T13:43:00,cash,1,2.87,0.12,2.99
1995,0008-00000553,8,,28,2024-08-22T17:37:00,cash,1,3.30,0.69,3.99
1996,0007-00000688,7,113,10,2024-08-23T12:46:00,card,2,5.44,0.63,6.07
1997,0003-00000411,3,,9,2024-08-23T15:22:00,card,1,6.40,1.35,7.75
1998,0006-00002244,6,,71,2024-08-23T16:06:00,card,6,21.76,2.16,23.92
1999,0003-00001863,3,,9,2024-08-23T17:42:00,card,2,14.91,2.08,16.99
2000,0002-00002053,2,727,98,2024-08-23T21:18:00,card,2,26.42,1.49,27.91
2001,0007-00000066,7,,30,2024-08-24T09:58:00,card,2,5.12,0.37,5.49
2002,0003-00001627,3,286,9,2024-08-24T11:50:00,card,25,150.38,22.02,172.40
2003,0005-00001707,5,,89,2024-08-24T11:55:00,mobile,3,12.74,2.68,15.42
2004,0003-00002196,3,,9,2024-08-24T13:37:00,cash,2,13.41,2.33,15.74
2005,0004-00001051,4,243,91,2024-08-24T20:42:00,cash,14,89.14,14.49,103.63
2006,0004-00000754,4,691,69,2024-08-24T20:56:00,card,4,43.10,5.62,48.72
2007,0001-00001270,1,,72,2024-08-25T11:57:00,card,1,5.67,0.23,5.90
2008,0001-00000108,1,,72,2024-08-25T16:00:00,card,1,4.95,1.04,5.99
2009,0003-00000149,3,,9,2024-08-27T12:19:00,cash,3,21.38,3.51,24.89
2010,0001-00002424,1,,72,2024-08-27T13:54:00,card,6,46.05,7.40,53.45
2011,0006-00001498,6,,23,2024-08-27T15:57:00,card,18,111.04,18.69,129.73
2012,0001-00001630,1,,72,2024-08-27T17:28:00,card,13,106.48,19.87,126.35
2013,0004-00001333,4,,91,2024-08-27T19:55:00,mobile,1,11.16,2.34,13.50
2014,0005-00002195,5,380,8,2024-08-28T11:38:00,card,1,5.45,0.54,5.99
2015,0003-00002681,3,56,9,2024-08-29T11:31:00,mobile,4,30.77,5.66,36.43
2016,0002-00000349,2,,85,2024-08-29T20:52:00,cash,1,6.60,1.39,7.99
2017,0002-00000067,2,280,42,2024-08-30T09:55:00,mobile,2,27.93,2.66,30.59
2018,0006-00000834,6,347,62,2024-08-30T12:07:00,card,6,25.56,3.56,29.12
2019,0004-00000858,4,,69,2024-08-30T13:19:00,cash,1,2.07,0.43,2.50
2020,0004-00001740,4,,69,2024-08-30T13:27:00,voucher,11,85.79,14.39,100.18
2021,0004-00002231,4,30,69,2024-08-30T15:06:00,card,4,24.57,2.75,27.32
2022,0003-00001500,3,,9,2024-08-30T15:13:00,mobile,2,5.93,1.04,6.97
2023,0005-00001789,5,262,89,2024-08-30T17:07:00,card,2,18.57,3.30,21.87
2024,0005-00002844,5,,99,2024-08-30T18:30:00,card,1,2.44,0.51,2.95
2025,0004-00002858,4,786,69,2024-08-30T20:56:00,card,1,4.57,0.18,4.75
2026,0004-00000847,4,,91,2024-08-30T21:06:00,card,8,85.88,10.83,96.71
2027,0005-00000428,5,445,16,2024-08-31T11:06:00,card,3,49.81,9.56,59.37
2028,0004-00001920,4,419,91,2024-08-31T11:29:00,card,2,6.29,0.46,6.75
2029,0002-00001821,2,878,98,2024-08-31T11:48:00,cash,1,17.25,0.69,17.94
2030,0005-00002691,5,145,89,2024-08-31T12:40:00,card,1,3.83,0.15,3.98
2031,0001-00002834,1,778,72,2024-08-31T12:42:00,card,5,30.84,4.90,35.74
2032,0001-00000646,1,,72,2024-08-31T13:49:00,card,2,4.45,0.45,4.90
2033,0001-00000787,1,243,72,2024-08-31T15:57:00,card,6,45.28,8.18,53.46
2034,0007-00001475,7,295,30,2024-08-31T18:17:00,card,1,13.41,0.54,13.95
2035,0004-00002375,4,,91,2024-08-31T19:15:00,card,3,15.30,2.52,17.82
2036,0008-00001946,8,,103,2024-08-31T19:23:00,card,3,39.82,8.16,47.98
2037,0004-00001984,4,,69,2024-08-31T19:46:00,card,10,50.72,9.55,60.27
2038,0001-00000964,1,,72,2024-08-31T19:55:00,mobile,2,14.62,2.18,16.80
2039,0008-00000454,8,,65,2024-09-01T12:53:00,cash,6,20.32,1.87,22.19
2040,0004-00000041,4,,69,2024-09-01T14:41:00,card,2,22.10,3.30,25.40
2041,0003-00000437,3,,9,2024-09-02T17:32:00,card,1,7.02,1.47,8.49
2042,0005-00002437,5,307,99,2024-09-02T18:39:00,cash,9,71.74,8.83,80.57
2043,0007-00001806,7,250,18,2024-09-03T10:19:00,card,1,7.44,1.56,9.00
2044,0006-00000885,6,,23,2024-09-03T16:48:00,card,5,26.00,4.17,30.17
2045,0003-00002563,3,,9,2024-09-03T18:33:00,cash,2,7.10,0.84,7.94
2046,0005-00000670,5,42,31,2024-09-03T19:56:00,card,1,2.44,0.51,2.95
2047,0002-00001595,2,,98,2024-09-03T21:11:00,card,6,36.40,6.30,42.70
2048,0001-00002733,1,,72,2024-09-04T11:51:00,card,2,6.58,0.90,7.48
2049,0001-00001754,1,,72,2024-09-05T13:11:00,cash,3,9.30,1.39,10.69
2050,0003-00000456,3,,9,2024-09-05T19:17:00,card,4,23.84,2.11,25.95
2051,0005-00002570,5,,16,2024-09-05T20:06:00,cash,3,14.84,0.68,15.52
2052,0002-00001527,2,69,85,2024-09-06T11:23:00,card,3,18.58,2.90,21.48
2053,0006-00001612,6,829,95,2024-09-06T12:46:00,card,2,7.25,0.72,7.97
2054,0002-00002583,2,472,85,2024-09-06T16:50:00,card,2,7.72,0.77,8.49
2055,0007-00002995,7,,10,2024-09-06T18:16:00,voucher,1,2.47,0.52,2.99
2056,0007-00001457,7,815,10,2024-09-07T13:32:00,card,14,109.45,9.91,119.36
2057,0008-00002316,8,156,21,2024-09-07T13:53:00,card,3,11.56,1.68,13.24
2058,0006-00001642,6,,76,2024-09-07T20:07:00,card,1,4.94,1.04,5.98
2059,0001-00000576,1,372,72,2024-09-08T12:45:00,mobile,3,26.65,5.20,31.85
2060,0007-00001264,7,,30,2024-09-09T10:08:00,card,3,12.99,2.73,15.72
2061,0002-00002730,2,,85,2024-09-09T16:16:00,cash,1,9.92,2.08,12.00
2062,0001-00002493,1,,72,2024-09-10T12:55:00,card,4,21.96,2.75,24.71
2063,0005-00002214,5,,8,2024-09-10T13:29:00,card,1,5.72,0.23,5.95
2064,0003-00002455,3,,9,2024-09-10T15:30:00,card,1,2.69,0.56,3.25
2065,0003-00001861,3,340,9,2024-09-11T13:37:00,card,1,3.41,0.34,3.75
2066,0002-00000535,2,,42,2024-09-11T18:45:00,card,1,2.88,0.61,3.49
2067,0005-00002544,5,540,99,2024-09-11T19:48:00,cash,4,16.83,2.33,19.16
2068,0007-00002880,7,,18,2024-09-12T09:07:00,card,4,34.38,4.12,38.50
2069,0008-00000094,8,413,65,2024-09-12T09:08:00,cash,2,7.79,1.15,8.94
2070,0004-00002535,4,,91,2024-09-12T13:35:00,card,1,11.13,2.34,13.47
2071,0007-00000159,7,168,18,2024-09-12T14:08:00,card,1,15.50,3.25,18.75
2072,0002-00001798,2,,5,2024-09-12T16:26:00,card,2,11.12,1.85,12.97
2073,0002-00001693,2,340,85,2024-09-13T10:49:00,card,4,52.08,10.29,62.37
2074,0005-00001510,5,,31,2024-09-13T11:49:00,mobile,8,62.87,8.64,71.51
2075,0007-00000277,7,793,18,2024-09-13T12:27:00,card,1,1.23,0.26,1.49
2076,0003-00002060,3,,9,2024-09-13T13:04:00,card,2,3.90,0.58,4.48
2077,0004-00002531,4,,91,2024-09-13T15:43:00,cash,1,3.30,0.69,3.99
2078,0003-00002344,3,354,9,2024-09-14T09:06:00,card,1,6.53,1.37,7.90
2079,0001-00000379,1,474,72,2024-09-14T12:05:00,cash,2,16.81,1.68,18.49
2080,0006-00001283,6,641,76,2024-09-14T12:06:00,mobile,4,73.30,12.70,86.00
2081,0008-00001372,8,,47,2024-09-14T12:55:00,card,2,5.19,0.29,5.48
2082,0002-00001314,2,125,98,2024-09-14T19:33:00,voucher,1,1.83,0.07,1.90
2083,0006-00001496,6,,71,2024-09-14T20:02:00,card,2,4.69,0.79,5.48
2084,0007-00002489,7,,109,2024-09-16T09:36:00,card,1,1.82,0.18,2.00
2085,0001-00000243,1,,72,2024-09-16T19:30:00,cash,1,1.77,0.18,1.95
2086,0007-00002579,7,,73,2024-09-16T19:40:00,voucher,1,13.06,2.74,15.80
2087,0004-00000817,4,469,69,2024-09-17T15:19:00,mobile,9,42.85,5.52,48.37
2088,0001-00001137,1,,72,2024-09-17T21:32:00,card,8,44.02,5.56,49.58
2089,0007-00001559,7,551,73,2024-09-18T13:18:00,card,2,2.35,0.49,2.84
2090,0004-00001972,4,,69,2024-09-19T09:45:00,cash,1,2.95,0.29,3.24
2091,0008-00002484,8,431,29,2024-09-19T10:04:00,cash,1,3.84,0.15,3.99
2092,0003-00001404,3,,9,2024-09-19T12:45:00,card,8,41.81,7.55,49.36
2093,0003-00003000,3,458,9,2024-09-20T16:15:00,cash,1,1.64,0.35,1.99
2094,0008-00002820,8,,21,2024-09-20T17:45:00,cash,1,1.87,0.08,1.95
2095,0001-00001793,1,739,72,2024-09-21T10:35:00,card,2,4.28,0.70,4.98
2096,0002-00001991,2,117,5,2024-09-21T13:52:00,card,4,13.78,1.16,14.94
2097,0005-00001383,5,,8,2024-09-21T16:18:00,mobile,1,4.94,1.04,5.98
2098,0002-00000029,2,,85,2024-09-21T21:59:00,card,3,15.58,0.83,16.41
2099,0007-00000813,7,405,73,2024-09-22T11:43:00,card,14,76.20,9.64,85.84
2100,0004-00002935,4,,69,2024-09-22T12:12:00,cash,3,9.77,1.43,11.20
2101,0005-00002709,5,701,99,2024-09-22T12:45:00,voucher,6,26.87,3.25,30.12
2102,0008-00002723,8,527,61,2024-09-22T18:37:00,card,4,26.32,2.10,28.42
2103,0005-00000708,5,,16,2024-09-23T10:39:00,card,3,9.59,0.96,10.55
2104,0005-00001131,5,,16,2024-09-23T19:01:00,card,4,24.83,3.79,28.62
2105,0002-00001294,2,,85,2024-09-23T20:21:00,cash,4,42.07,8.83,50.90
2106,0003-00000709,3,,9,2024-09-23T20:37:00,card,1,3.62,0.36,3.98
2107,0001-00000222,1,,72,2024-09-24T16:35:00,card,3,14.37,2.52,16.89
2108,0004-00000884,4,,69,2024-09-24T20:04:00,card,1,2.44,0.51,2.95
2109,0002-00000269,2,43,5,2024-09-25T12:25:00,card,1,6.60,1.39,7.99
2110,0001-00000995,1,,72,2024-09-25T13:47:00,cash,3,15.84,3.02,18.86
2111,0001-00002614,1,,72,2024-09-25T19:12:00,cash,16,144.54,26.03,170.57
2112,0008-00000199,8,,21,2024-09-26T13:51:00,mobile,2,26.67,4.30,30.97
2113,0006-00001543,6,26,62,2024-09-26T16:01:00,card,7,51.68,10.01,61.69
2114,0008-00001145,8,153,28,2024-09-27T13:50:00,mobile,2,7.80,0.31,8.11
2115,0001-00000518,1,438,72,2024-09-27T20:40:00,card,2,6.30,0.67,6.97
2116,0002-00001239,2,31,85,2024-09-27T21:56:00,cash,5,22.63,2.54,25.17
2117,0007-00002123,7,347,30,2024-09-28T11:49:00,cash,1,3.31,0.69,4.00
2118,0006-00000492,6,,23,2024-09-28T12:25:00,card,1,0.95,0.04,0.99
2119,0002-00000338,2,,5,2024-09-28T16:03:00,card,2,7.89,1.01,8.90
2120,0001-00001101,1,,72,2024-09-28T17:33:00,card,3,41.99,8.83,50.82
2121,0002-00000262,2,,98,2024-09-28T18:16:00,cash,1,1.74,0.07,1.81
2122,0008-00001365,8,384,61,2024-09-29T10:09:00,cash,1,3.62,0.36,3.98
2123,0007-00002506,7,,18,2024-09-29T11:22:00,voucher,2,9.74,1.74,11.48
2124,0007-00002433,7,,73,2024-09-29T18:47:00,card,3,8.49,1.47,9.96
2125,0006-00000850,6,537,23,2024-09-29T19:58:00,cash,1,3.30,0.69,3.99
2126,0002-00001617,2,,98,2024-09-30T09:24:00,card,2,10.98,1.91,12.89
2127,0007-00001000,7,,30,2024-09-30T12:45:00,cash,1,10.00,1.00,11.00
2128,0003-00000462,3,452,9,2024-09-30T14:11:00,card,1,5.77,1.21,6.98
2129,0008-00001025,8,,94,2024-10-01T16:02:00,card,2,3.47,0.29,3.76
2130,0003-00001959,3,568,9,2024-10-01T18:24:00,cash,1,2.69,0.56,3.25
2131,0005-00000133,5,,8,2024-10-02T10:25:00,card,1,8.61,0.34,8.95
2132,0006-00000182,6,520,62,2024-10-02T11:15:00,card,2,5.00,0.97,5.97
2133,0003-00001813,3,,9,2024-10-02T11:31:00,card,1,1.82,0.18,2.00
2134,0006-00002410,6,470,95,2024-10-02T12:40:00,card,2,8.02,1.68,9.70
2135,0002-00001174,2,53,85,2024-10-02T18:23:00,cash,1,2.47,0.52,2.99
2136,0005-00002078,5,553,8,2024-10-02T19:54:00,card,3,22.24,1.73,23.97
2137,0003-00000131,3,,9,2024-10-03T14:17:00,card,2,7.68,0.77,8.45
2138,0005-00000339,5,95,31,2024-10-03T19:03:00,mobile,5,39.88,5.98,45.86
2139,0006-00001824,6,562,62,2024-10-04T10:06:00,card,1,2.27,0.23,2.50
2140,0005-00001148,5,106,89,2024-10-04T17:43:00,card,1,3.26,0.69,3.95
2141,0001-00001476,1,,72,2024-10-04T17:44:00,card,3,13.86,2.61,16.47
