id,vin,plate,model_id,year,colour,fuel_type,transmission,engine_cc,power_hp,mileage_km,registered_on
1489,ZZCCM9991BV608887,7737 WJX,6,2011,Negro,hybrid,manual,1488,124,199821,2011-05-09
1490,ZZJXW7VL7MY972923,7495 DTG,15,2021,Rojo,diesel,manual,2467,190,93475,2021-06-06
1491,ZZC6DLFD1JW543549,5718 MZW,6,2018,Negro,hybrid,manual,1694,114,113227,2018-02-27
1492,ZZJB49G85FR198608,6986 VMD,15,2015,Azul,petrol,manual,2441,168,227782,2015-08-08
1493,ZZL5H8KD4PF617266,0266 TWT,22,2023,Marrón,petrol,automatic,1904,168,3126,2023-12-07
1494,ZZBBSLSJ9LU583896,0969 TJG,3,2020,Verde,diesel,automatic,1930,129,85649,2020-07-22
1495,ZZKN8V2B1NU636934,1189 LCK,51,2022,Plata,hybrid,manual,1593,164,65807,2022-05-03
1496,ZZLKMRBE4FD392564,0400 XZR,4,2015,Gris,diesel,manual,2344,183,207996,2015-01-21
1497,ZZB2F4PG7PD506389,0994 RCR,24,2023,Gris,diesel,automatic,1206,125,29378,2023-10-12
1498,ZZM6CTB96HK825493,8374 FHH,37,2017,Blanco,diesel,manual,1441,177,50647,2017-07-25
1499,ZZDR7YHF1PJ633169,8663 FBJ,47,2023,Verde,diesel,automatic,1647,297,40395,2023-01-25
1500,ZZHY828EXCB985781,3070 KLX,11,2012,Gris,petrol,manual,1984,135,157216,2012-05-29
